sniffOnset,finalOnset,manOnset,condition,Yonset,inhaleMax,inMaxTim,Yend,endTim,length,amp,exhaleMin,exMinTim,index,task,noseMouth,shadowFile,warp,rateBPM,localPeriodCV,localAmpCV,nSubPeaks,nearSeam,bm_inhaleOnsets,bm_exhaleOnsets,bm_inhaleOffsets,bm_exhaleOffsets,bm_inhalePeaks,bm_exhaleTroughs,bm_peakInspiratoryFlows,bm_troughExpiratoryFlows,bm_inhaleTimeToPeak,bm_exhaleTimeToTrough,bm_inhaleVolumes,bm_exhaleVolumes,bm_inhaleDurations,bm_exhaleDurations,bm_inhalePauseOnsets,bm_exhalePauseOnsets,bm_inhalePauseDurations,bm_exhalePauseDurations,bm_inhaleVolumesRaw,bm_exhaleVolumesRaw,bm_inhale_smoothness,bm_inpeak_to_extrough_smoothness,bm_exhale_smoothness,bm_inhale_curvature,bm_inpeak_to_extrough_curvature,bm_exhale_curvature,bm_inpeak_to_extrough_slope,bm_max_flowchange,goodBreath,maxRR,minRR,RR_max_min,onsetSec,rsa_ms,good,nearSeamWide,clean,final10,period,meanRR,hrBPM,rsaNorm,depthVol,depth
1045849,1045849,NaN,11,4.26770970748076,265.306101359924,1046478,-121.903023663053,1047846,3.99400000000014,324.12375833771,-150.659878817248,1047131,424,paced,NA,NA,NaN,15.0225338007005,0.50249659225977,0.380534749059308,1,0,1045849,1046830,1046829,1047690,1046478,1047131,2.72453008992452,-1.60547308411587,1.258,0.602,2360.02261639586,2157.41591380533,1.96,1.72,NaN,1047691,NaN,0.31,219203.330323392,196909.158469373,-0.0325862256010684,-0.0453398411972875,-0.0109012457120391,3.46871565447637e-05,3.21968705174265e-05,1.58141055795104e-05,-0.00765654488216813,0.00992635541217513,1,0.92965581395373,0.807999999999993,0.121655813953737,2091.698,121.655813953737,1,0,0,0,paced,0.846540682452955,70.8766882013782,0.143709353224732,219203.330323392,219203.330323392
1047846,1047846,NaN,11,-121.903023663053,287.761355274441,1048792,21.0448886485157,1050528,5.36400000000003,338.19042278171,-158.000617872956,1049477,425,paced,NA,NA,NaN,11.1856823266219,0.258374638803657,0.419634958041756,1,0,1047846,1049155,1049154,1050100,1048792,1049477,2.50751372972711,-1.6104113914966,1.892,0.644,2563.0360273367,1726.96916931193,2.616,1.89,NaN,1050101,NaN,0.854,247213.208674485,169509.111913899,-0.0282698305635196,-0.0413651498859662,-0.00409891177026064,2.7082104161019e-05,3.18739238912067e-05,1.7204856224457e-05,-0.00689529759817783,0.0103905343853044,1,1.11200000000008,0.92965581395373,0.18234418604635,2095.692,182.34418604635,1,0,0,0,paced,1.02371203383184,58.6102321913857,0.17812058471543,247213.208674485,247213.208674485
1050528,1050528,NaN,11,21.0448886485157,243.128952825798,1050856,6.73078766334787,1052500,3.94399999999996,229.241114669866,-134.500351542367,1051339,426,paced,NA,NA,NaN,15.2129817444221,0.132407921220913,0.356590098168217,1,0,1050528,1051086,1051085,1051846,1050856,1051339,2.19400715316681,-1.40882776418832,0.656,0.506,1340.76025029701,1256.46184101285,1.114,1.52,NaN,1051847,NaN,1.306,124850.887172306,115475.455461806,-0.0540455550386114,-0.05204033683299,-0.00331871417779418,6.4877118731254e-05,5.11030494884859e-05,2.18246544704082e-05,-0.00883070655313387,0.0107548492321958,1,1.0913309352518,1.02599999999984,0.0653309352519642,2101.056,65.3309352519642,1,0,1,0,paced,1.04168434158718,57.5990226641786,0.0627166336708311,124850.887172306,124850.887172306
1052500,1052500,NaN,11,6.73078766334787,149.400561961172,1052856,2.52727162775504,1054516,4.03200000000015,144.771532315621,-115.2107548444,1053329,427,paced,NA,NA,NaN,14.8809523809518,0.123016172109154,0.433627780282404,1,0,1052500,1053113,1053112,1053861,1052856,1053329,1.57790333716921,-1.3208674708948,0.712,0.432,1073.50053635407,1127.78868915534,1.224,1.496,NaN,1053862,NaN,1.308,96166.4613711927,100984.09914324,-0.0342765682574308,-0.0434749792719547,-0.00319131454559515,4.28956200547581e-05,4.16328561136204e-05,2.15039675646035e-05,-0.00741971360327308,0.00778196388801677,1,1.02707184466036,0.945999999999913,0.0810718446604493,2105,81.0718446604493,1,0,1,0,paced,0.967513015871636,62.0146695865851,0.0837940609898786,96166.4613711927,96166.4613711927
1054516,1054516,NaN,11,2.52727162775504,151.853869235358,1054855,1.36441799288639,1056513,3.99399999999969,149.908024425038,-121.653010899126,1055302,428,paced,NA,NA,NaN,15.0225338007022,0.124457373726164,0.414852570606114,1,0,1054516,1055095,1055094,1055769,1054855,1055302,1.68384169852223,-1.48866606116225,0.678,0.414,1096.7250338345,1139.36476621282,1.156,1.348,NaN,1055770,NaN,1.486,90451.8540899926,90891.0060399332,-0.0381241411661388,-0.051160191361658,-0.00524410809706275,4.50081834267584e-05,5.14582534235233e-05,2.66001230262136e-05,-0.00889717876179383,0.00779682973384643,1,0.949094339622757,0.927999999999884,0.0210943396228735,2109.032,21.0943396228735,1,0,1,0,paced,0.937493551349065,64.000440230932,0.0225007837040783,90451.8540899926,90451.8540899926
1056513,1056513,NaN,11,1.36441799288639,173.696291559584,1056885,-0.430751814009829,1058522,4.01800000000003,173.229458470146,-116.158178561054,1057347,429,paced,NA,NA,NaN,14.9328023892483,0.0101414348367717,0.246309235811381,1,0,1056513,1057121,1057120,1057894,1056885,1057347,2.10074619517094,-1.68555605720553,0.744,0.452,1319.71238094316,1441.64677278069,1.214,1.546,NaN,1057895,NaN,1.254,93313.238962137,97955.6047142037,-0.0430256517016068,-0.0580798190776451,-0.00398848247365454,5.54713670099359e-05,5.48197060665751e-05,2.28473728604349e-05,-0.00991918806185813,0.01050947991427,1,0.954000000000178,0.926437768240265,0.0275622317599129,2113.026,27.5622317599129,1,0,1,0,paced,0.94350974058169,63.5923482496418,0.0292124506768953,93313.238962137,93313.238962137
1058522,1058522,NaN,11,-0.430751814009829,108.924899025801,1058864,3.2674769246141,1060533,4.02199999999993,107.506536470498,-120.335937159712,1059334,430,paced,NA,NA,NaN,14.9179512680261,0.00863652530620208,0.144428882602582,1,0,1058522,1059136,1059135,1059828,1058864,1059334,1.87756146771475,-1.815875133092,0.684,0.396,1346.50088526671,1412.68974995108,1.226,1.384,NaN,1059829,NaN,1.408,87052.402158358,90963.1250941004,-0.0411836001877156,-0.0565010386743264,-0.0060486795748538,4.81494227833292e-05,5.90071510339211e-05,3.14899706726924e-05,-0.00956643148601896,0.00844021434900077,1,1.00516317991662,0.923999999999978,0.0811631799166377,2117.044,81.1631799166377,1,0,1,0,paced,0.946694387855932,63.3784257830953,0.0857332429111105,87052.402158358,87052.402158358
1060533,1060533,NaN,11,3.2674769246141,155.898798377292,1060875,1.60995701986292,1062497,3.92800000000034,153.460081405054,-113.227612660119,1061285,431,paced,NA,NA,NaN,15.2749490835017,0.00835074640661944,0.14969681820531,1,0,1060533,1061099,1061098,1061857,1060875,1061285,2.41180013501566,-1.74211678799895,0.684,0.372,1505.67787928472,1473.62788238249,1.13,1.516,NaN,1061858,NaN,1.278,96780.4022747627,92091.7739603767,-0.0533561278379548,-0.0726421098971224,-0.00552125510631042,6.20374198660512e-05,7.79011220857594e-05,2.94401333473303e-05,-0.0124945195942072,0.0108174631962374,1,1.01449599999966,0.992000000000189,0.0224959999994674,2121.066,22.4959999994674,1,0,1,0,paced,1.0024870593421,59.8511466465969,0.0224401899154994,96780.4022747627,96780.4022747627
1062497,1062497,NaN,11,1.60995701986292,132.468377080975,1062828,1.49891666029524,1064501,4.00799999999981,130.913940240896,-94.8047648977466,1063254,432,paced,NA,NA,NaN,14.9700598802402,0.0137138963875079,0.15105730232978,1,0,1062497,1063067,1063066,1063749,1062828,1063254,1.90161238384997,-1.48425493486839,0.662,0.374,1206.45053790947,1159.27579319204,1.138,1.364,NaN,1063750,NaN,1.502,77109.4004159827,75932.336415224,-0.0437020725133369,-0.056861083409446,-0.00605596966670595,5.26913598724233e-05,6.45739378592682e-05,2.72919602860235e-05,-0.00979631004651832,0.00894522133029052,1,1.01599999999962,0.957086419752803,0.0589135802468189,2124.994,58.9135802468189,1,0,1,0,paced,0.989178942189284,60.6563660435451,0.0595580614731136,77109.4004159827,77109.4004159827
1064501,1064501,NaN,11,1.49891666029524,160.40145313087,1064849,5.25995738968411,1066505,4.00800000000027,157.022016105881,-95.5962823881298,1065397,433,paced,NA,NA,NaN,14.9700598802385,0.0138126699155211,0.137820383327214,1,0,1064501,1065148,1065147,1066054,1064849,1065397,2.27956933556322,-1.59337015456687,0.696,0.498,1601.03596430655,1687.12142459635,1.292,1.812,NaN,1066055,NaN,0.9,96819.9117741452,104097.006076273,-0.0497733773240963,-0.0494499166107162,-0.00360914627099468,6.11842418669325e-05,4.17536546116342e-05,1.75160146203385e-05,-0.00860514507967144,0.0108986325982896,1,0.957086419752803,0.904731277533256,0.0523551422195472,2129.002,52.3551422195472,1,0,1,0,paced,0.926376457000327,64.7684853674761,0.0565160543793145,96819.9117741452,96819.9117741452
1066505,1066505,NaN,11,5.25995738968411,136.828405296451,1066866,2.4423417726968,1068490,3.9699999999998,132.97725571526,-106.271527063628,1067340,434,paced,NA,NA,NaN,15.1133501259453,0.0180746131184583,0.0816427641035029,1,0,1066505,1067143,1067142,1067737,1066866,1067340,2.00889916387607,-1.67068103798057,0.722,0.394,1444.90227187753,1234.31960455583,1.274,1.188,NaN,1067738,NaN,1.504,89018.3541660044,78396.0076761024,-0.042917134708487,-0.0553835860615425,-0.00885947372608682,4.80559372971611e-05,5.52195989809472e-05,3.3608826637523e-05,-0.00942685707125293,0.00890808414079558,1,0.905999999999949,0.893999999999778,0.012000000000171,2133.01,12.000000000171,1,0,1,0,paced,0.902612932461544,66.4736764145093,0.0132947352830913,89018.3541660044,89018.3541660044
1068490,1068490,NaN,11,2.4423417726968,156.186545353111,1068839,0.902745192117039,1070544,4.10800000000017,154.514001870704,-105.401753732673,1069312,435,paced,NA,NA,NaN,14.6056475170393,0.0434718091888798,0.0880068031566369,1,0,1068490,1069101,1069100,1069776,1068839,1069312,2.29904371716706,-1.623665815728,0.698,0.422,1491.69664593756,1352.92668689884,1.22,1.35,NaN,1069777,NaN,1.534,92683.3166800634,84434.1972267409,-0.0497304392557441,-0.0585920403232984,-0.00709182582438711,6.25552807458985e-05,5.26049607394367e-05,2.71864660765222e-05,-0.00992364747613554,0.0110610248794676,1,0.905999999999949,0.885999999999967,0.0199999999999818,2136.98,19.9999999999818,1,0,1,0,paced,0.897370797609848,66.8619930131562,0.0222873310043651,92683.3166800634,92683.3166800634
1070544,1070544,NaN,11,0.902745192117039,163.751789139739,1070878,1.82019759357265,1072538,3.98799999999983,162.390317746894,-98.3718325427477,1071333,436,paced,NA,NA,NaN,15.0451354062193,0.0641602135220913,0.0866041529705048,1,0,1070544,1071131,1071130,1071731,1070878,1071333,2.28318886744614,-1.52381923173621,0.668,0.404,1418.60945811148,1158.41513165867,1.172,1.2,NaN,1071732,NaN,1.612,88081.6626424095,74359.7745915678,-0.0519260373229708,-0.0592061744035346,-0.00809159876426321,6.58304734790847e-05,5.56784684254918e-05,3.06303455586128e-05,-0.0101653496406328,0.0112390681734986,1,0.907999999999902,0.887589164785577,0.0204108352143252,2141.088,20.4108352143252,1,0,1,0,paced,0.901694058877739,66.5414165805604,0.0226360981458931,88081.6626424095,88081.6626424095
1072538,1072538,NaN,11,1.82019759357265,148.305058619229,1072866,1.34420094734471,1074477,3.87800000000016,146.72285934877,-95.1103703976795,1073319,437,paced,NA,NA,NaN,15.4718927282098,0.0861061008870312,0.102822765215464,1,0,1072538,1073129,1073128,1073686,1072866,1073319,2.24713616985887,-1.47238232413007,0.656,0.38,1449.234631206,1101.47427483066,1.18,1.114,NaN,1073687,NaN,1.58,91275.574285856,71611.885041314,-0.0513304710015279,-0.057964995101798,-0.0104986248693264,6.37701653683975e-05,5.74010248935136e-05,3.25838637363676e-05,-0.00983397247509604,0.0106919889973836,1,0.923999999999978,0.902000000000044,0.0219999999999345,2145.076,21.9999999999345,1,0,1,0,paced,0.913254644613529,65.6990909971126,0.0240896666988696,91275.574285856,91275.574285856
1074477,1074477,NaN,11,1.34420094734471,139.706188159075,1074859,8.52598603202414,1076689,4.42399999999998,134.77109466939,-105.57778217804,1075459,438,paced,NA,NA,NaN,13.5623869801086,0.119522006712156,0.15438712438582,1,0,1074477,1075216,1075215,1076688,1074859,1075459,2.09781491971714,-1.65949175142213,0.764,0.486,1750.29130472106,2023.29901237108,1.476,2.944,NaN,NaN,NaN,NaN,108660.23406349,125593.363635285,-0.0414039646456556,-0.0437502626825597,-0.00334202188001528,4.67319337664548e-05,3.58404240991484e-05,1.62259523240445e-05,-0.00749604955631936,0.00918104706638201,1,0.916646153845929,0.876000000000204,0.0406461538457248,2148.954,40.6461538457248,1,0,1,0,paced,0.894482906747204,67.0778609042297,0.0454409508992575,108660.23406349,108660.23406349
1076689,1076689,NaN,11,8.52598603202414,136.732714149842,1076954,1.06150258607206,1078473,3.56799999999976,131.938969840794,-95.9066814365242,1077385,439,paced,NA,NA,NaN,16.816143497759,0.121662499136464,0.180543026428066,1,0,1076689,1077205,1077204,1077780,1076954,1077385,2.15045990210542,-1.48460496629995,0.53,0.36,1407.4052820346,1072.41434048258,1.03,1.15,NaN,1077781,NaN,1.384,88251.3165888797,69875.7459577392,-0.0629859561850407,-0.0601528006713192,-0.00855379580734279,5.18956704313994e-05,6.47189737938088e-05,3.33120902094125e-05,-0.0103106005243786,0.00929713890631878,1,0.950000000000273,0.912157782515956,0.0378422174843167,2153.378,37.8422174843167,1,0,1,0,paced,0.935989954203494,64.1032521028055,0.0404301534587725,88251.3165888797,88251.3165888797
1078473,1078473,NaN,11,1.06150258607206,163.00603265823,1078827,-14.549460009723,1080179,3.41200000000026,169.750011370056,-108.923540830861,1079306,440,paced,NA,NA,NaN,17.5849941383339,0.141675856144211,0.180113500766999,1,0,1078473,1079114,1079113,1079622,1078827,1079306,2.36155313190813,-1.65541652287267,0.708,0.384,1628.04903608947,1125.78845603324,1.28,1.016,NaN,1079623,NaN,1.112,101392.650503334,72892.9656984577,-0.0508675819874777,-0.059340179312916,-0.0128229446216262,6.55973554342719e-05,5.57155350150655e-05,4.02959003028854e-05,-0.00994592194265725,0.0117214779954458,1,0.912157782515956,0.885999999999967,0.0261577825159889,2156.946,26.1577825159889,1,0,1,0,paced,0.901195975652574,66.5781934462732,0.0290256317412508,101392.650503334,101392.650503334
1080179,1080179,NaN,11,-14.549460009723,196.999079319613,1080815,2.25966814447971,1082584,4.80999999999995,203.143975252234,-79.3093174602138,1081221,441,paced,NA,NA,NaN,12.4740124740126,0.176459144832426,0.190172126838492,1,0,1080179,1081052,1081051,1081667,1080815,1081221,2.7793842849731,-1.34315452459567,1.272,0.338,1778.33948765513,1166.36876811029,1.744,1.23,NaN,1081668,NaN,1.832,113374.938660748,75273.9651619386,-0.0359201931276212,-0.0713372612140176,-0.00939529351251224,4.3023806444072e-05,7.95310652864066e-05,2.82491989650244e-05,-0.0122619241725653,0.0136620607415383,1,0.925999999999931,0.903999999999996,0.0219999999999345,2160.358,21.9999999999345,1,0,1,0,paced,0.914368408396613,65.6190649731794,0.0240603238234275,113374.938660748,113374.938660748
1082584,1082584,NaN,11,2.25966814447971,124.463891105033,1082844,0.259692736723512,1084498,3.82799999999997,123.204210664431,-64.0680460297944,1083246,442,paced,NA,NA,NaN,15.6739811912227,0.186297808286734,0.185375598783063,1,0,1082584,1083075,1083074,1083602,1082844,1083246,1.78318989741833,-1.0825392736019,0.52,0.342,1076.87781729686,780.914849331352,0.98,1.054,NaN,1083603,NaN,1.79,68868.2814275821,50471.2265925733,-0.0519864845704426,-0.050822659244892,-0.0089109960549336,4.76415234158959e-05,5.83522508992263e-05,2.67528106435862e-05,-0.00874958625491384,0.0083356112580022,1,0.923999999999978,0.903999999999996,0.0199999999999818,2165.168,19.9999999999818,1,0,1,0,paced,0.912899047532836,65.7246824412333,0.0219082274803912,68868.2814275821,68868.2814275821
1084498,1084498,NaN,11,0.259692736723512,147.49170458481,1084885,-24.2700293286842,1086146,3.29599999999982,159.49687288079,-88.034469558788,1085292,443,paced,NA,NA,NaN,18.2038834951466,0.179915087856792,0.165550098870664,1,0,1084498,1085126,1085125,1085506,1084885,1085292,2.39406280388216,-1.48889331384276,0.774,0.332,1693.00381896437,830.081724646096,1.254,0.76,NaN,1085507,NaN,1.278,105344.547678185,55425.0396406465,-0.0468369495127431,-0.0681527140257412,-0.0207560941913265,5.41207868803691e-05,7.63638148221157e-05,5.35463331290739e-05,-0.011738465132302,0.0106504004937209,1,0.94800000000032,0.903999999999996,0.0440000000003238,2168.996,44.0000000003238,1,0,1,0,paced,0.92564852937216,64.8194191381649,0.0475342407016707,105344.547678185,105344.547678185
1086146,1086146,NaN,11,-24.2700293286842,179.358614267837,1086848,8.89414743863699,1088698,5.10400000000027,187.046555212861,-72.1961293692901,1087495,444,paced,NA,NA,NaN,11.7554858934163,0.178380809292165,0.218732427084495,1,0,1086146,1087210,1087209,1088697,1086848,1087495,2.4991806816345,-1.20013811176575,1.404,0.57,1733.99389026896,1871.64996451478,2.126,2.974,NaN,NaN,NaN,NaN,103485.793574923,112028.848757507,-0.030496607491519,-0.0398937102080148,-0.00201448954868385,3.47791909837666e-05,4.43012436732582e-05,1.13857815008287e-05,-0.00606578029465448,0.0119597422085111,1,0.947381974249233,0.900000000000091,0.0473819742491425,2172.292,47.3819742491425,1,0,1,0,paced,0.928284397740762,64.6353640608704,0.0510425192586019,103485.793574923,103485.793574923
1088698,1088698,NaN,11,8.89414743863699,145.500572704965,1089038,2.18971886577907,1090418,3.4399999999996,139.958639552757,-77.2773155499772,1089347,445,paced,NA,NA,NaN,17.4418604651183,0.15832884106839,0.214773557591822,1,0,1088698,1089217,1089216,1089629,1089038,1089347,2.33502899474972,-1.21562750468505,0.68,0.26,1232.31323918367,656.854286522941,1.036,0.824,NaN,1089630,NaN,1.576,79177.116425607,46135.0603556661,-0.0536167545187444,-0.0828075175557436,-0.0134486872315526,5.68888600613498e-05,0.00010560196624507,5.26520504248624e-05,-0.0135920570798856,0.00968502081693257,1,0.949999999999818,0.938808510638381,0.0111914893614373,2177.396,11.1914893614373,1,0,1,0,paced,0.945517457635828,63.4573159019443,0.011836364597033,79177.116425607,79177.116425607
1090418,1090418,NaN,11,2.18971886577907,167.748381874086,1090747,-21.2015411371296,1092371,3.9060000000004,177.254293009761,-84.2724110601583,1091227,446,paced,NA,NA,NaN,15.360983102917,0.188287802795747,0.17005935625899,1,0,1090418,1091038,1091037,1091550,1090747,1091227,2.34298643381546,-1.28384217153996,0.658,0.378,1535.40412171984,898.469026749837,1.238,1.024,NaN,1091551,NaN,1.64,100096.529298626,61150.9520706198,-0.0541818232202684,-0.0527033205334156,-0.0105501603320051,7.02295603842027e-05,4.64745836011164e-05,3.1156340699252e-05,-0.00882354461005402,0.0116599403499589,1,0.938808510638381,0.905482608695699,0.0333259019426819,2180.836,33.3259019426819,1,0,1,0,paced,0.924124567533409,64.9263120015808,0.0360621317877442,100096.529298626,100096.529298626
