sniffOnset,finalOnset,manOnset,condition,Yonset,inhaleMax,inMaxTim,Yend,endTim,length,amp,exhaleMin,exMinTim,index,task,noseMouth,shadowFile,warp,rateBPM,localPeriodCV,localAmpCV,nSubPeaks,bm_inhaleOnsets,bm_exhaleOnsets,bm_inhaleOffsets,bm_exhaleOffsets,bm_inhalePeaks,bm_exhaleTroughs,bm_peakInspiratoryFlows,bm_troughExpiratoryFlows,bm_inhaleTimeToPeak,bm_exhaleTimeToTrough,bm_inhaleVolumes,bm_exhaleVolumes,bm_inhaleDurations,bm_exhaleDurations,bm_inhalePauseOnsets,bm_exhalePauseOnsets,bm_inhalePauseDurations,bm_exhalePauseDurations,bm_inhaleVolumesRaw,bm_exhaleVolumesRaw,bm_inhale_smoothness,bm_inpeak_to_extrough_smoothness,bm_exhale_smoothness,bm_inhale_curvature,bm_inpeak_to_extrough_curvature,bm_exhale_curvature,bm_inpeak_to_extrough_slope,bm_max_flowchange,goodBreath,maxRR,minRR,RR_max_min,onsetSec,rsa_ms,good,clean,final10,period,meanRR,hrBPM,rsaNorm,depthVol,depth
3493068,3493068,NaN,31,26.7421903413861,147.031977457949,3493362,26.3043091991523,3494871,3.60599999999977,120.50872768768,-180.569321294078,3494064,1326,final,NA,NA,NaN,16.6389351081542,0.127848072665905,0.628185026518507,1,3493068,3493820,3493819,3494513,3493362,3494064,1.46361642892022,-1.68521133420239,0.588,0.488,1377.27628764842,1360.90689775932,1.502,1.386,NaN,3494514,NaN,0.714,135808.086741997,137399.760639638,-0.0399252207182247,-0.0320246332956302,-0.00637652072906926,2.72347006635208e-05,3.11545074575008e-05,2.89768453986147e-05,-0.0048928946470407,0.00520689949441011,1,0.828000000000429,0.806000000000495,0.0219999999999345,6986.136,21.9999999999345,1,1,0,paced,0.814453383276154,73.6690413865664,0.0270119818416606,135808.086741997,135808.086741997
3494871,3494871,NaN,31,26.3043091991523,164.072721147542,3495168,42.9408262316662,3497145,4.54799999999977,129.450153432133,-188.0655717466,3495990,1327,final,NA,NA,NaN,13.1926121372038,0.134071093583777,0.627283250041602,1,3494871,3495688,3495687,3496304,3495168,3495990,1.56855538329908,-1.77957410911956,0.594,0.604,1535.58554284702,1359.60076349715,1.632,1.232,NaN,3496305,NaN,1.68,151632.64392706,133449.43958744,-0.0435919304560743,-0.0286831431474068,-0.0103313923224453,2.80992385895044e-05,2.52160960749023e-05,3.46829905769012e-05,-0.00435592237485695,0.00561801854322408,1,0.842000000000553,0.809999999999491,0.0320000000010623,6989.742,32.0000000010623,1,1,0,paced,0.823708228556279,72.8413264793561,0.0388487074569463,151632.64392706,151632.64392706
3497145,3497145,NaN,31,42.9408262316662,101.600160917151,3497449,20.414876167771,3498847,3.40400000000045,69.9223097174326,-154.773255318914,3498013,1328,final,NA,NA,NaN,17.6263219741457,0.139559154090993,0.221747051430473,2,3497145,3497796,3497795,3498386,3497449,3498013,1.06945885987795,-1.56364726634794,0.608,0.434,1068.02280936197,1151.85703425752,1.3,1.18,NaN,3498387,NaN,0.92,104345.869324584,112739.790857822,-0.0324547850596858,-0.0339610589504328,-0.00847112283539188,1.31979148349448e-05,3.87470560096836e-05,2.88642185414246e-05,-0.00548422065168636,0.00402322482625861,1,0.846000000000458,0.811999999999898,0.0340000000005602,6994.29,34.0000000005602,1,0,0,paced,0.831417117902601,72.1659425913202,0.0408940341357553,104345.869324584,104345.869324584
3498847,3498847,NaN,31,20.414876167771,176.37938615635,3499162,28.5976877999141,3501186,4.67799999999988,151.873104172508,-209.173706780862,3500110,1329,final,NA,NA,NaN,12.8259940145364,0.131616646125223,0.36565252713055,1,3498847,3499843,3499842,3500521,3499162,3500110,1.68045366312485,-2.15015423675627,0.63,0.534,1988.28963120888,1877.49550615866,1.99,1.356,NaN,3500522,NaN,1.328,188685.002860739,171649.806299527,-0.0434040275478571,-0.0289572358113878,-0.0117707430160975,3.07539205292668e-05,3.00074025061092e-05,3.08265789595804e-05,-0.00391279282414969,0.00648548504133672,1,0.833741007194083,0.791999999999462,0.0417410071946214,6997.694,41.7410071946214,1,1,0,paced,0.815788784207292,73.548449257368,0.0511664391600841,188685.002860739,188685.002860739
3501186,3501186,NaN,31,28.5976877999141,126.050282168095,3501486,22.7812391583072,3503548,4.72399999999925,100.360818688984,-154.0020817927,3502466,1330,final,NA,NA,NaN,12.7011007620681,0.107086780388466,0.359329514519206,2,3501186,3502016,3501772,3502832,3501486,3502466,1.40026511501211,-1.4605263755746,0.6,0.9,1191.43512622653,1371.53362807584,1.172,1.632,3501773,3502833,0.486,1.43,108182.122226491,128449.619662071,-0.0389090973703788,-0.0212093519836295,-0.0113971334551804,2.55345930316703e-05,2.39330165827954e-05,2.43294448334058e-05,-0.0028104653497394,0.00480547885822957,1,0.802288461538816,0.756000000000313,0.0462884615385034,7002.372,46.2884615385034,1,0,1,final10,0.778213210940603,77.0996934470951,0.0594804365792711,108182.122226491,108182.122226491
3503548,3503548,NaN,31,22.7812391583072,122.348834993099,3503887,-13.6811013456546,3505857,4.61800000000039,117.798766086773,-137.772952709064,3504801,1331,final,NA,NA,NaN,12.9926375054125,0.172750547513673,0.3966495798254,3,3503548,3504460,3504459,3505455,3503887,3504801,1.33785651677356,-1.56140898989483,0.678,0.682,1470.97292097164,1779.20928699383,1.822,1.99,NaN,3505456,NaN,0.802,128665.634041821,185064.518451828,-0.0323165097778112,-0.0225760919122449,-0.00576300458829162,2.14788860244215e-05,2.29045617848161e-05,2.12035216399823e-05,-0.00349520304055318,0.00561336496363624,1,0.779224489796228,0.681999999999789,0.0972244897964386,7007.096,97.2244897964386,1,0,1,final10,0.7307522679273,82.1071690549569,0.133047126999969,128665.634041821,128665.634041821
3505857,3505857,NaN,31,-13.6811013456546,221.703043642244,3506255,13.7986247587865,3508222,4.73000000000047,221.644281935678,-180.630376852462,3507193,1332,final,NA,NA,NaN,12.6849894291742,0.581735238208258,0.365347517615958,1,3505857,3506832,3506831,3507471,3506255,3507193,1.90829041934322,-1.60214470786954,0.796,0.722,1928.02094205709,1374.19077938291,1.948,1.278,NaN,3507472,NaN,1.5,202635.13128353,153227.910483393,-0.0383912377004492,-0.0260307927929457,-0.0117855620804281,3.29812042458427e-05,2.00559478961429e-05,2.12653779917025e-05,-0.00411340131511975,0.00757545679499116,1,0.829999999999927,0.684967741935283,0.145032258064644,7011.714,145.032258064644,1,0,1,final10,0.768323480773631,78.092107688269,0.188764578584284,202635.13128353,202635.13128353
3508222,3508222,NaN,31,13.7986247587865,186.064908595754,3508518,27.2253937572689,3510383,4.32199999999921,165.552899337727,-205.62534124369,3509303,1333,final,NA,NA,NaN,13.8824618232325,0.574516761952534,0.455070044863998,1,3508222,3509021,3509020,3509824,3508518,3509303,1.64672754120814,-1.68502530169032,0.592,0.564,1566.17685353939,1553.16355003708,1.596,1.606,NaN,3509825,NaN,1.116,177195.663593295,179876.733761623,-0.0426860409615183,-0.0300800269113902,-0.00552095833457614,3.53426281777179e-05,2.81823751854193e-05,2.45983600654692e-05,-0.00462635265536245,0.00698193620345167,1,0.822000000000116,0.760000000000218,0.0619999999998981,7016.444,61.9999999998981,1,0,1,final10,0.794377126042931,75.5308757427104,0.0780485716006725,177195.663593295,177195.663593295
3510383,3510383,NaN,31,27.2253937572689,180.048445194144,3510662,-124.469081250059,3511859,2.95200000000023,228.670288940539,-256.810443272233,3511506,1334,final,NA,NA,NaN,20.325203252031,0.568926389918995,0.362585984207493,1,3510383,3511224,3511223,3511858,3510662,3511506,1.5827179859363,-1.82998204201211,0.558,0.564,1655.91659943126,1595.38281511255,1.68,1.268,NaN,NaN,NaN,NaN,189944.104909338,212270.369589485,-0.0456684675666737,-0.028795864979144,-0.0132813593898975,3.50380715867587e-05,2.70393294961524e-05,2.7074645552793e-05,-0.00430919745205856,0.00622130240629937,1,0.814335766423307,0.766000000000531,0.0483357664227755,7020.766,48.3357664227755,1,0,1,final10,0.787702580055292,76.1708816489955,0.061362965726712,189944.104909338,189944.104909338
3511859,3511859,NaN,31,-124.469081250059,200.607332050987,3512614,-45.2439201298915,3518199,12.6800000000003,285.463832740963,-333.951162254634,3514045,1335,final,NA,NA,NaN,4.73186119873806,0.56551211657993,0.307380454300877,5,3511859,3513762,3513761,3515257,3512614,3514045,1.37128532807905,-2.09601417692921,1.51,0.566,2697.26445047526,2447.92305464693,3.804,2.99,NaN,3515258,NaN,5.882,411118.519828974,375493.382981192,-0.0216873672658892,-0.0188287273178365,-0.00317593208420037,1.75118662756002e-05,3.58529165432027e-05,1.73631906673217e-05,-0.00195082337702862,0.00425612666692284,1,0.833999999999833,0.665027027026972,0.168972972972861,7023.718,168.972972972861,1,0,1,final10,0.74596190061274,80.4330622659354,0.226516894273106,411118.519828974,411118.519828974
3518199,3518199,NaN,31,-45.2439201298915,379.255718505288,3518647,47.1850100116511,3520706,5.01400000000012,378.285173564408,-507.623731846977,3519473,1336,final,NA,NA,NaN,11.9664938173112,0.55667395135678,0.348248167016625,2,3518199,3519254,3519253,3520705,3518647,3519473,2.58968955298134,-3.17809098813469,0.896,0.438,3381.91242538691,3748.69629101558,2.108,2.902,NaN,NaN,NaN,NaN,543329.083078188,591685.485011525,-0.0458920988356891,-0.0506105446055251,-0.00502495470672087,5.00627125849191e-05,6.08790075757851e-05,2.31476835129722e-05,-0.00678668392039552,0.0115558429997418,1,0.837999999999738,0.658000000000357,0.179999999999382,7036.398,179.999999999382,1,0,1,final10,0.729514304640863,82.2465023897478,0.246739507168396,543329.083078188,543329.083078188
3520706,3520706,NaN,31,47.1850100116511,251.511734499623,3520980,19.5967210722012,3523198,4.98399999999947,218.120868957696,-237.070170531614,3521880,1337,final,NA,NA,NaN,12.0385232744796,0.559935382258586,0.364066728497886,2,3520706,3521591,3521590,3522627,3520980,3521880,1.55155262957521,-1.44160851733993,0.548,0.578,1540.08428725484,1430.86646141455,1.768,2.072,NaN,3522628,NaN,1.14,227875.524282656,213836.550521485,-0.0464772448749325,-0.0235782202186623,-0.00391235583749427,3.24099867873773e-05,2.29692348147195e-05,1.98505601718898e-05,-0.00335093723508869,0.00586518682363635,1,0.815847255369943,0.693647058823545,0.122200196546398,7041.412,122.200196546398,1,0,1,final10,0.76442821768404,78.4900381906097,0.15985830156378,227875.524282656,227875.524282656
3523198,3523198,NaN,31,19.5967210722012,191.786619501929,3523553,19.6320314487412,3525581,4.76600000000053,172.172243241458,-287.684577072198,3524354,1338,final,NA,NA,NaN,12.5891733109512,0.53238764922243,0.382763726986993,2,3523198,3524068,3524067,3525033,3523553,3524354,1.35918065900299,-1.75323534912173,0.71,0.572,1432.06918729741,1680.83473041638,1.738,1.93,NaN,3525034,NaN,1.094,216218.694338628,257110.24261932,-0.029616582339027,-0.0279311514689694,-0.00441528768085902,3.08762670995536e-05,2.92461063297331e-05,2.00067125159741e-05,-0.00429276276288338,0.00556173106915248,1,0.877999999999702,0.692000000000007,0.185999999999694,7046.396,185.999999999694,1,0,1,final10,0.793546791243947,75.6099081516609,0.234390715269764,216218.694338628,216218.694338628
3525581,3525581,NaN,31,19.6320314487412,173.770531305625,3525882,16.3532100391938,3528158,5.15399999999954,155.777910561657,-189.236871367173,3526602,1339,final,NA,NA,NaN,11.6414435389999,0.141184183499236,0.377992476561032,2,3525581,3526378,3526377,3527397,3525882,3526602,1.02745383225853,-1.35931077143384,0.602,0.448,1037.94678500787,1336.50893659732,1.592,2.038,NaN,3527398,NaN,1.52,162206.311124557,194185.030989818,-0.0277481499424458,-0.0241956752107435,-0.00342197289059133,2.80440444597826e-05,2.96600878384735e-05,1.64602014700994e-05,-0.00340758600493726,0.00415876549548688,1,0.875999999999294,0.724130434782748,0.151869565216546,7051.162,151.869565216546,1,0,1,final10,0.799333015433299,75.0625819796464,0.189995361488005,162206.311124557,162206.311124557
3528158,3528158,NaN,31,16.3532100391938,176.445023895826,3528517,41.9160235860325,3530259,4.20200000000023,147.310407083213,-238.550385066182,3529352,1340,final,NA,NA,NaN,14.2789148024742,0.159109803983847,0.145724393787345,1,3528158,3529070,3529069,3530258,3528517,3529352,1.47596865816862,-1.9398651086109,0.718,0.564,1658.5874774988,2068.83233008245,1.822,2.376,NaN,NaN,NaN,NaN,208617.812411582,257388.977262383,-0.0318644039724014,-0.0290923411888507,-0.00469266818003984,3.58848545109716e-05,2.63346335288744e-05,1.60345148552171e-05,-0.0044308427985824,0.00633159191477639,1,0.83600000000024,0.712000000000444,0.123999999999796,7056.316,123.999999999796,1,1,1,final10,0.781422669829037,76.7830296158762,0.15868492787255,208617.812411582,208617.812411582
3530259,3530259,NaN,31,41.9160235860325,213.560023210503,3530556,21.4333536550406,3532119,3.72000000000025,181.885334589966,-212.0315284728,3531383,1341,final,NA,NA,NaN,16.1290322580634,0.164926255509903,0.117615845755595,1,3530259,3531069,3531068,3532118,3530556,3531383,1.60283179158839,-1.57441790828432,0.594,0.628,1554.88791431778,1644.5633495323,1.618,2.098,NaN,NaN,NaN,NaN,199307.499800623,213652.260340083,-0.0448662340703595,-0.0268151654437991,-0.00384016520751827,2.7650114107099e-05,1.96168518907175e-05,1.531198350137e-05,-0.00417050285767121,0.00544409894909215,1,0.813492822966443,0.748000000000502,0.0654928229659411,7060.518,65.4928229659411,1,1,1,final10,0.778162141968523,77.1047533207122,0.0841634659844327,199307.499800623,199307.499800623
3532119,3532119,NaN,31,21.4333536550406,224.238104556146,3532423,7.17893735085746,3533943,3.64800000000014,209.931959053197,-233.917892252638,3533276,1342,final,NA,NA,NaN,16.447368421052,0.174185128201731,0.149506801375841,1,3532119,3532983,3532982,3533942,3532423,3533276,1.71341044269733,-1.78081777083814,0.608,0.586,1756.83928225933,1691.32158172551,1.726,1.918,NaN,NaN,NaN,NaN,220038.704463007,217152.925694916,-0.0432513969959451,-0.0289912526347519,-0.00397257538379374,3.72034724849362e-05,2.62445976071461e-05,1.91717804266255e-05,-0.00437868851981006,0.00700799420521303,1,0.82799999999952,0.768000000000029,0.0599999999994907,7064.238,59.9999999994907,1,1,1,final10,0.794067412553277,75.560335371368,0.0755603353707266,220038.704463007,220038.704463007
3533943,3533943,NaN,31,7.17893735085746,186.513902023915,3534250,19.7085448238247,3535704,3.52199999999993,173.070160936574,-218.190701444902,3534965,1343,final,NA,NA,NaN,17.0357751277686,0.142919112016734,0.181268636806019,1,3533943,3534722,3534721,3535703,3534250,3534965,1.52667009468192,-1.65142887652688,0.614,0.486,1526.70495475474,1551.55666612853,1.556,1.962,NaN,NaN,NaN,NaN,202901.959655299,203822.124650098,-0.037043173649235,-0.0317748262480767,-0.00445158977055249,3.35313745894449e-05,3.08694393480722e-05,1.94601558888959e-05,-0.00492818106046761,0.00675400420857142,1,0.824000000000524,0.791999999999462,0.0320000000010623,7067.886,32.0000000010623,1,1,1,final10,0.81086930520874,73.9946617963969,0.0394638196260551,202901.959655299,202901.959655299
3535704,3535704,NaN,31,19.7085448238247,187.375799563765,3536021,25.1419002608563,3538274,5.13999999999942,164.950577021425,-310.506286215163,3537156,1344,final,NA,NA,NaN,11.6731517509741,0.142326249347909,0.168127939446023,6,3535704,3536947,3536946,3538273,3536021,3537156,1.51002433630727,-2.45896615807645,0.634,0.418,2363.01026062159,2778.88657716835,2.484,2.652,NaN,NaN,NaN,NaN,313509.396923622,374322.236454547,-0.0368966718034651,-0.0285818024865637,-0.00508658486375279,3.01104576416094e-05,5.61537637896421e-05,2.52631126006581e-05,-0.00230843640940358,0.00634070875608217,1,0.800320388349401,0.699999999999818,0.100320388349583,7071.408,100.320388349583,1,0,1,final10,0.739692274300404,81.1148123140094,0.135624491204082,313509.396923622,313509.396923622
3538274,3538274,NaN,31,25.1419002608563,231.563390753566,3538561,1.39087439556841,3540075,3.60199999999986,218.297003425354,-195.925052299562,3539395,1345,final,NA,NA,NaN,16.6574125485848,0.160762703499489,0.182157081122877,1,3538274,3539131,3539130,3540074,3538561,3539395,1.69676108761708,-1.3624912888113,0.574,0.528,1657.76789181156,1347.68890088876,1.712,1.886,NaN,NaN,NaN,NaN,218168.865984997,183022.583549012,-0.0461434500438944,-0.0257814635823253,-0.00295345197040864,3.71895800365521e-05,2.35575725538645e-05,1.61624357627004e-05,-0.00379330538638433,0.00706138036244586,1,0.840000000000146,0.745999999999185,0.0940000000009604,7076.548,94.0000000009604,1,1,1,final10,0.779254846655993,76.9966337167838,0.12062805949086,218168.865984997,218168.865984997
3540075,3540075,NaN,31,1.39087439556841,149.093588703107,3540429,36.8648371293702,3542167,4.1840000000002,129.965732940638,-174.405782695258,3541274,1346,final,NA,NA,NaN,14.3403441682594,0.161567124200514,0.233878389779138,1,3540075,3541019,3541018,3542166,3540429,3541274,1.17521427736993,-1.30604021741261,0.708,0.51,1361.62866580861,1425.35847916438,1.886,2.294,NaN,NaN,NaN,NaN,175176.426842445,194727.048542251,-0.0244983421546728,-0.0209232022504022,-0.00419716913153022,2.10288984854737e-05,2.27535339389061e-05,1.41925225385509e-05,-0.00306079349377578,0.00477564228677696,1,0.827199999999956,0.77949118387928,0.0477088161206767,7080.15,47.7088161206767,1,1,1,final10,0.802145671362346,74.7993813867964,0.0594764988753839,175176.426842445,175176.426842445
3542167,3542167,NaN,31,36.8648371293702,197.971963810842,3542460,30.2701086387083,3544160,3.98599999999988,164.404490926803,-216.843487306606,3543264,1347,final,NA,NA,NaN,15.0526843953843,0.156335156085543,0.288603231833703,1,3542167,3542984,3542983,3544159,3542460,3543264,1.32771938218787,-1.45079836998073,0.586,0.56,1404.3263727348,1483.75625331558,1.632,2.35,NaN,NaN,NaN,NaN,194238.20809976,212367.049501913,-0.0389812572524411,-0.0244582847181882,-0.00352233945235214,2.36110261463909e-05,1.89879146357023e-05,1.42262725564154e-05,-0.00381480158062402,0.00436471743812783,1,0.855999999999767,0.755999999999403,0.100000000000364,7084.334,100.000000000364,1,1,1,final10,0.797588668349127,75.2267457913987,0.125377909652787,194238.20809976,194238.20809976
3544160,3544160,NaN,31,30.2701086387083,174.576856038251,3544445,19.5742097772004,3545778,3.23599999999988,149.654696830296,-242.731218086429,3545130,1348,final,NA,NA,NaN,18.5414091470959,0.105474109454877,0.272972580023939,1,3544160,3544902,3544901,3545777,3544445,3545130,1.17813048218802,-1.65688967636398,0.57,0.456,1237.66396860642,1364.57768997232,1.482,1.75,NaN,NaN,NaN,NaN,178889.746147091,195379.177307483,-0.0337248295397376,-0.030160324543337,-0.00488409086024391,2.44225366959841e-05,3.40340144293083e-05,2.32514436967026e-05,-0.00453022510086129,0.00461790797383255,1,0.820672897195956,0.730751958224461,0.0899209389714952,7088.32,89.9209389714952,1,1,1,final10,0.779280833539379,76.9940660897418,0.115389645300382,178889.746147091,178889.746147091
3545778,3545778,NaN,31,19.5742097772004,277.017922682089,3546070,31.6972051406225,3548019,4.48199999999997,251.382215223178,-247.820587473416,3546811,1349,final,NA,NA,NaN,13.3868808567605,0.105283712710732,0.279057291601748,2,3545778,3546531,3546530,3547757,3546070,3546811,1.82445128369273,-1.73760644585108,0.584,0.56,1587.63505304032,1919.9501469619,1.504,2.452,NaN,3547758,NaN,0.522,218447.560851168,276761.502189088,-0.0477983634519213,-0.0344709712981149,-0.00471444895745814,4.03088165527461e-05,3.78009112141826e-05,2.10987964688341e-05,-0.00522142792715998,0.00772471392111851,1,0.730751958224461,0.640941896024797,0.0898100621996637,7091.556,89.8100621996637,1,0,1,final10,0.699297545219647,85.8003869885661,0.128428968203306,218447.560851168,218447.560851168
3548019,3548019,NaN,31,31.6972051406225,293.404502750248,3548361,-1.53959849002887,3549858,3.67800000000079,278.325699424951,-335.980164108039,3549105,1350,final,NA,NA,NaN,16.313213703096,0.100414559527897,0.242874902526704,1,3548019,3548878,3548877,3549857,3548361,3549105,2.22175956243729,-2.470012059468,0.684,0.454,2588.12281288579,2592.6433421202,1.716,1.958,NaN,NaN,NaN,NaN,356991.463269769,359329.512656269,-0.0523698859318021,-0.0452033597109037,-0.00399762181602337,4.95183961379163e-05,5.10271295646355e-05,2.59671130700864e-05,-0.00690699882921419,0.00834965387433095,1,0.70706285714305,0.634000000000015,0.0730628571430354,7096.038,73.0628571430354,1,1,1,final10,0.656252837190051,91.4281761537344,0.111333396219476,356991.463269769,356991.463269769
3549858,3549858,NaN,31,-1.53959849002887,236.157220541908,3550190,34.5433920138304,3551812,3.90799999999945,219.655323780007,-211.045300832273,3551049,1351,final,NA,NA,NaN,15.3531218014351,0.150844209549659,0.356309969638857,1,3549858,3550680,3550679,3551811,3550190,3551049,1.67935432921081,-1.47974304775212,0.664,0.738,1549.92523543675,1618.75583869229,1.642,2.262,NaN,NaN,NaN,NaN,207035.114902357,215086.221064609,-0.0367541652948292,-0.0254780349249257,-0.0036865130946319,3.08576249750939e-05,1.78216032354146e-05,1.33131477034249e-05,-0.00421069315774625,0.00679935826207445,1,0.716000000000349,0.676159292035336,0.0398407079650129,7099.716,39.8407079650129,1,1,1,final10,0.709794564634811,84.53150107013,0.0561299141329871,207035.114902357,207035.114902357
3551812,3551812,NaN,31,34.5433920138304,209.565611503642,3552109,18.1070701611226,3553616,3.60800000000017,183.240380416166,-160.107992056513,3552805,1352,final,NA,NA,NaN,16.6297117516622,0.152550883457669,0.345073492940884,2,3551812,3552549,3552548,3553615,3552109,3552805,1.6508549314493,-1.2345770827499,0.594,0.512,1499.17174272792,1471.69180611025,1.472,2.132,NaN,NaN,NaN,NaN,204314.579032462,201183.420833192,-0.043973053615514,-0.0294951647782811,-0.00324045713877578,3.23772671752106e-05,3.16828521527462e-05,1.59158672896404e-05,-0.0047627007585986,0.00613578886902166,1,0.682586826347521,0.653999999999542,0.0285868263479793,7103.624,28.5868263479793,1,0,1,final10,0.662703104804347,90.538281117174,0.043136702002353,204314.579032462,204314.579032462
3553616,3553616,NaN,31,18.1070701611226,184.826349864674,3553910,20.3550521960403,3555515,3.79799999999977,165.595288686092,-170.882915754233,3554669,1353,final,NA,NA,NaN,15.7977883096376,0.119087696499223,0.358494302616101,1,3553616,3554406,3554405,3555377,3553910,3554669,1.45907985682945,-1.33774405377697,0.588,0.526,1379.21651584322,1402.8419557936,1.578,1.942,NaN,3555378,NaN,0.274,182678.261791695,185802.385532573,-0.0377785086330264,-0.0259186210719672,-0.00253542528819748,3.22340533050602e-05,2.42994605804373e-05,1.44070361802278e-05,-0.00405856212497265,0.00620495161989265,1,0.880000000000109,0.682586826347521,0.197413173652588,7107.232,197.413173652588,1,1,1,final10,0.814219341457278,73.6902170520942,0.242456993590033,182678.261791695,182678.261791695
3555515,3555515,NaN,31,20.3550521960403,90.4932577660776,3555846,5.14940912642747,3556879,2.72800000000007,77.7410271048437,-124.451429038588,3556487,1354,final,NA,NA,NaN,21.9941348973602,0.13400598621097,0.274329549494158,1,3555515,3556196,3556195,3556878,3555846,3556487,0.744279269279369,-0.866349151779829,0.662,0.582,706.377723916538,670.815530383494,1.36,1.364,NaN,NaN,NaN,NaN,94082.6058331137,84346.6088819726,-0.018872625436618,-0.017799727127563,-0.00244428730940488,1.15774065350548e-05,1.59386517101329e-05,1.51689548572034e-05,-0.00312986622669347,0.00286313488762457,1,0.863159817351635,0.811999999999898,0.0511598173517374,7111.03,51.1598173517374,1,1,1,final10,0.829974421720032,72.2913844449043,0.0616402337384255,94082.6058331137,94082.6058331137
3556879,3556879,NaN,31,5.14940912642747,155.990329205354,3557217,-24.9629087556426,3558476,3.19400000000041,165.897079019962,-178.961342160223,3557954,1355,final,NA,NA,NaN,18.7852222917947,0.123188428522709,0.242605113949453,1,3556879,3557710,3557709,3558475,3557217,3557954,1.35370859587524,-1.55967056593314,0.676,0.488,1382.30135655451,1429.77099722153,1.66,1.53,NaN,NaN,NaN,NaN,156894.842053007,162716.922185671,-0.0290019017891914,-0.0283170853770912,-0.00471358024338936,2.79481595472388e-05,2.94418854376359e-05,1.98545647891489e-05,-0.0043025800110841,0.00577789617984453,1,0.822000000000116,0.797999999999774,0.024000000000342,7113.758,24.000000000342,1,1,1,final10,0.810952306609817,73.9870884032993,0.0295948353617414,156894.842053007,156894.842053007
3558476,3558476,NaN,31,-24.9629087556426,135.257940988045,3558849,19.6983283043202,3560124,3.29599999999937,137.890231213706,-163.991042393384,3559547,1356,final,NA,NA,NaN,18.2038834951491,0.213392004957698,0.270257176077402,1,3558476,3559294,3559293,3560123,3558849,3559547,1.37238884454012,-1.60445734684554,0.746,0.506,1364.08593900077,1367.47381767373,1.634,1.658,NaN,NaN,NaN,NaN,145285.050571142,143290.501579092,-0.0306342472211888,-0.0302410322488874,-0.00418837732667482,2.7049603192049e-05,2.83359247421894e-05,2.24183325820612e-05,-0.0048552392017663,0.00661093614457964,1,0.837999999999738,0.804000000000087,0.0339999999996508,7116.952,33.9999999996508,1,0,1,final10,0.823074791635201,72.8973850369031,0.0413085181871541,145285.050571142,145285.050571142
3560124,3560124,NaN,31,19.6983283043202,188.232955780185,3560398,2.33316814496033,3561568,2.88800000000083,177.217207555545,-206.006584685109,3560944,1357,final,NA,NA,NaN,20.7756232686921,0.303513591913927,0.336075307444637,1,3560124,3560728,3560727,3561567,3560398,3560944,1.8392185937914,-1.6887752614883,0.548,0.432,1409.23642512662,1464.103275445,1.206,1.678,NaN,NaN,NaN,NaN,154280.862433704,166110.164588246,-0.0490339211430039,-0.0463786803457522,-0.00396247345289431,4.48597238017464e-05,4.37419430460855e-05,2.48346058726188e-05,-0.00780754037458334,0.00804264509697539,1,0.873999999999796,0.796000000000276,0.0779999999995198,7120.248,77.9999999995198,1,0,1,final10,0.842149101449467,71.2462910626288,0.0926201783808472,154280.862433704,154280.862433704
3561568,3561568,NaN,31,2.33316814496033,193.816548284552,3561879,18.8672686425023,3563412,3.68799999999919,183.21632989082,-225.734986999338,3562600,1358,final,NA,NA,NaN,16.268980477227,0.296705891232274,0.261330762386041,1,3561568,3562348,3562347,3562890,3561879,3562600,1.64860561947535,-1.84460618637568,0.622,0.504,1467.42262492893,1294.38844994952,1.558,1.084,NaN,3562891,NaN,1.042,159931.562467407,145929.826860053,-0.0387989562486639,-0.0343340586257855,-0.0127230257559633,3.58974894074018e-05,3.23144098103877e-05,3.85677619151749e-05,-0.00514328199071814,0.00729912522225629,1,0.8799999999992,0.847999999999956,0.0319999999992433,7123.136,31.9999999992433,1,0,1,final10,0.864169836336332,69.4307964443325,0.0370297581027684,159931.562467407,159931.562467407
3563412,3563412,NaN,31,18.8672686425023,161.826880273632,3563690,87.0706398764832,3564347,1.8700000000008,108.857926014139,32.7544173301548,3564126,1359,final,NA,NA,NaN,32.0855614973125,0.289162787044102,0.255799923560822,1,3563412,3564126,3564125,3564346,3563690,3564126,1.30193026929267,0.278104936059166,0.556,0,1124.13273854733,220.627644772411,1.426,0.44,NaN,NaN,NaN,NaN,129352.884840235,18336.5611623015,-0.0378201198235288,-0.0238200665262641,-0.0449382622677279,2.79481093867315e-05,1.78003653131048e-05,3.50989538447363e-05,-0.00265428341370533,0.0075364037083776,1,0.870727272726816,0.764835820895453,0.105891451831363,7126.824,105.891451831363,1,0,1,final10,0.828880442519274,72.3867966019778,0.127752383093417,129352.884840235,129352.884840235
